id,q1_1,q1_2,q1_3,q2_1,q2_2,q2_3,q2_4,q2_5,q2_6,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q3_7,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q5a,q6,age,gender,role,bransch,duration_in_seconds
301,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer inte alls,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,"Ja, i mycket stor utsträckning",Nej,56+,Kvinna,Arbetsledande med personal ansvar,Energiförsörjning,273
302,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,"Nej, en del viktiga saker saknas",Nej,30-45,Kvinna,Arbetsledande utan personalansvar,Energiförsörjning,369
303,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Man,Medarbetare,Energiförsörjning,166
304,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer inte alls,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,"Ja, i ganska stor utsträckning","Ja, en gång",46-55,Kvinna,Arbetsledande med personal ansvar,Energiförsörjning,200
305,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,"Ja, i ganska stor utsträckning",Nej,30-45,Kvinna,Medarbetare,Annan verksamhet,190
306,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,NA,"Nej, en del viktiga saker saknas",Nej,46-55,Kvinna,Medarbetare,Tillverkning,319
307,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,"Ja, i mycket stor utsträckning",Nej,30-45,Man,Medarbetare,Tillverkning,135
308,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer inte alls,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Man,Arbetsledande med personal ansvar,Tillverkning,83
309,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer inte alls,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer inte alls,Stämmer helt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,46-55,Kvinna,Medarbetare,Annan verksamhet,1720
310,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,"Nej, en del viktiga saker saknas",Nej,30-45,Kvinna,Medarbetare,Bygg,195
311,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,"Ja, i mycket stor utsträckning",Nej,46-55,Kvinna,Arbetsledande med personal ansvar,Bygg,230
312,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56+,Man,Medarbetare,Annan verksamhet,91
313,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,"Ja, i mycket stor utsträckning",Nej,56+,Man,Medarbetare,Tillverkning,275
314,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Medarbetare,Tillverkning,87
315,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Medarbetare,Annan verksamhet,144
316,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer inte alls,Stämmer helt,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer inte alls,Stämmer inte alls,"Nej, en del viktiga saker saknas","Ja, fyra gånger eller fler",46-55,Vill ej ange,Arbetsledande utan personalansvar,Bygg,790
317,Stämmer helt,Stämmer helt,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Medarbetare,Annan verksamhet,87
318,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer helt,Stämmer inte alls,Stämmer ganska dåligt,"Nej, inte alls","Ja, fyra gånger eller fler",30-45,Kvinna,Arbetsledande med personal ansvar,Vård/omsorg,305
319,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer helt,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer helt,Stämmer inte alls,Stämmer inte alls,"Nej, en del viktiga saker saknas","Ja, tre gånger",19-29,Annat,Arbetsledande med personal ansvar,Hotell/restaurang,245
320,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer helt,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska dåligt,Stämmer inte alls,"Nej, en del viktiga saker saknas","Ja, två gånger",56+,Kvinna,Arbetsledande utan personalansvar,Handel,290
321,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer helt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer helt,Stämmer inte alls,Stämmer inte alls,"Nej, en del viktiga saker saknas","Ja, fyra gånger eller fler",30-45,Kvinna,Medarbetare,Transport,195
322,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer helt,Stämmer inte alls,Stämmer inte alls,"Nej, en del viktiga saker saknas","Ja, fyra gånger eller fler",30-45,Kvinna,Medarbetare,Annan verksamhet,270
323,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer helt,Stämmer inte alls,Stämmer ganska dåligt,"Nej, en del viktiga saker saknas","Ja, tre gånger",30-45,Kvinna,Arbetsledande med personal ansvar,Utvinning av mineral,285
324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Kvinna,Medarbetare,Vård/omsorg,37
325,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,56+,Annat,Arbetsledande med personal ansvar,Annan verksamhet,249
326,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer inte alls,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,NA,NA,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,"Ja, i ganska stor utsträckning",Nej,30-45,Kvinna,Arbetsledande utan personalansvar,Energiförsörjning,298
327,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer helt,Stämmer inte alls,Stämmer helt,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer helt,Stämmer inte alls,Stämmer helt,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer helt,Stämmer inte alls,Stämmer inte alls,"Ja, i mycket stor utsträckning",Nej,46-55,Kvinna,Medarbetare,Tillverkning,257
328,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,"Ja, i ganska stor utsträckning","Ja, två gånger",46-55,Kvinna,Medarbetare,Tillverkning,293
329,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,46-55,Man,Medarbetare,Tillverkning,610
330,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer inte alls,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,"Ja, i ganska stor utsträckning",Nej,56+,Kvinna,Medarbetare,Annan verksamhet,219
331,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,"Nej, en del viktiga saker saknas",Nej,46-55,Man,Medarbetare,Vård/omsorg,312
332,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,"Nej, inte alls",Nej,46-55,Kvinna,Medarbetare,Annan verksamhet,380
333,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,"Ja, i mycket stor utsträckning","Ja, tre gånger",30-45,Man,Medarbetare,Bygg,347
334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246
335,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,"Ja, i ganska stor utsträckning",Nej,46-55,Kvinna,Medarbetare,Annan verksamhet,164
336,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska väl,"Ja, i ganska stor utsträckning","Ja, fyra gånger eller fler",46-55,Kvinna,Arbetsledande utan personalansvar,Tillverkning,241
337,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer inte alls,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Kvinna,Arbetsledande utan personalansvar,Energiförsörjning,482
338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106
339,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer helt,Stämmer inte alls,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,30-45,Man,Medarbetare,Tillverkning,159
340,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer inte alls,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,"Ja, i mycket stor utsträckning",Nej,30-45,Kvinna,Medarbetare,Annan verksamhet,188
341,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,46-55,Kvinna,Arbetsledande utan personalansvar,Annan verksamhet,223
342,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,NA,NA,46-55,Man,Arbetsledande med personal ansvar,Annan verksamhet,131
343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
345,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,"Ja, i mycket stor utsträckning",Nej,46-55,Kvinna,Arbetsledande med personal ansvar,Vård/omsorg,185
346,Stämmer helt,Stämmer helt,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Medarbetare,Annan verksamhet,229
347,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,Stämmer helt,"Ja, i mycket stor utsträckning",Nej,30-45,Man,Medarbetare,Bygg,217
348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Medarbetare,Bygg,29
351,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56+,Man,Arbetsledande med personal ansvar,Handel,76
